user_id,behaviour_type,impulse_sensitivity,self_control_factor,base_spend_mean,base_txn_probability
4360,Disciplined,0.357,0.787,833.78,0.4
4361,Weekend_Impulse,0.522,0.484,930.9,0.5
4362,Disciplined,0.328,0.62,864.3,0.4
4363,Emotional_Night,0.723,0.486,88.95,0.6
4364,Disciplined,0.334,0.785,638.18,0.4
4365,Disciplined,0.372,0.611,785.79,0.4
4366,Salary_Splurger,0.622,0.51,2206.07,0.5
4367,Weekend_Impulse,0.571,0.49,1064.77,0.5
4368,Weekend_Impulse,0.543,0.408,921.59,0.5
4369,Emotional_Night,0.803,0.323,672.19,0.6
4370,Disciplined,0.466,0.605,838.93,0.4
4371,Weekend_Impulse,0.656,0.411,1223.45,0.5
4372,Disciplined,0.325,0.701,883.79,0.4
4373,Salary_Splurger,0.581,0.521,1246.0,0.5
4374,Disciplined,0.401,0.7,729.21,0.4
4375,Salary_Splurger,0.587,0.381,1485.24,0.5
4376,Disciplined,0.5,0.768,753.42,0.4
4377,Weekend_Impulse,0.571,0.56,879.85,0.5
4378,Weekend_Impulse,0.595,0.498,1104.12,0.5
4379,Salary_Splurger,0.564,0.318,1370.89,0.5
4380,Disciplined,0.413,0.606,923.32,0.4
4381,Salary_Splurger,0.555,0.325,1301.13,0.5
4382,Salary_Splurger,0.665,0.516,1593.77,0.5
4383,Disciplined,0.439,0.616,895.32,0.4
4384,Disciplined,0.387,0.628,727.11,0.4
4385,Weekend_Impulse,0.513,0.433,1197.47,0.5
4386,Disciplined,0.399,0.669,778.37,0.4
4387,Disciplined,0.348,0.792,915.4,0.4
4388,Emotional_Night,0.835,0.373,1121.74,0.6
4389,Salary_Splurger,0.791,0.394,1856.77,0.5
4390,Disciplined,0.318,0.648,751.8,0.4
4391,Weekend_Impulse,0.672,0.412,794.74,0.5
4392,Disciplined,0.307,0.618,792.94,0.4
4393,Emotional_Night,0.711,0.432,704.74,0.6
4394,Weekend_Impulse,0.696,0.583,819.42,0.5
4395,Salary_Splurger,0.568,0.509,1913.03,0.5
4396,Emotional_Night,0.761,0.393,1007.65,0.6
4397,Disciplined,0.361,0.667,817.8,0.4
4398,Emotional_Night,0.822,0.397,788.56,0.6
4399,Salary_Splurger,0.782,0.55,1393.97,0.5
4400,Disciplined,0.494,0.77,741.5,0.4
4401,Weekend_Impulse,0.579,0.495,1002.26,0.5
4402,Disciplined,0.499,0.761,757.9,0.4
4403,Salary_Splurger,0.614,0.34,1776.94,0.5
4404,Weekend_Impulse,0.518,0.46,950.82,0.5
4405,Disciplined,0.495,0.765,753.19,0.4
4406,Disciplined,0.449,0.606,724.44,0.4
4407,Disciplined,0.5,0.747,901.96,0.4
4408,Salary_Splurger,0.625,0.302,986.04,0.5
4409,Weekend_Impulse,0.541,0.527,798.41,0.5
4410,Salary_Splurger,0.525,0.446,1715.85,0.5
4411,Weekend_Impulse,0.637,0.516,1019.77,0.5
4412,Disciplined,0.356,0.669,824.41,0.4
4413,Salary_Splurger,0.513,0.36,1099.63,0.5
4414,Disciplined,0.357,0.786,761.91,0.4
4415,Disciplined,0.32,0.683,866.5,0.4
4416,Disciplined,0.41,0.619,741.69,0.4
4417,Disciplined,0.417,0.728,682.89,0.4
4418,Salary_Splurger,0.614,0.471,1385.93,0.5
4419,Emotional_Night,0.835,0.222,296.28,0.6
4420,Disciplined,0.472,0.63,781.24,0.4
4421,Emotional_Night,0.833,0.437,643.6,0.6
4422,Weekend_Impulse,0.658,0.567,957.26,0.5
4423,Emotional_Night,0.893,0.472,1021.31,0.6
4424,Emotional_Night,0.787,0.248,859.05,0.6
4425,Weekend_Impulse,0.578,0.564,1044.7,0.5
4426,Disciplined,0.307,0.751,915.58,0.4
4427,Disciplined,0.383,0.714,734.87,0.4
4428,Disciplined,0.442,0.797,666.29,0.4
4429,Disciplined,0.421,0.751,744.63,0.4
4430,Emotional_Night,0.716,0.494,830.64,0.6
4431,Disciplined,0.432,0.771,878.05,0.4
4432,Salary_Splurger,0.667,0.403,2222.12,0.5
4433,Emotional_Night,0.746,0.28,402.86,0.6
4434,Weekend_Impulse,0.57,0.412,1215.14,0.5
4435,Weekend_Impulse,0.663,0.553,605.92,0.5
4436,Weekend_Impulse,0.552,0.458,892.68,0.5
4437,Disciplined,0.451,0.64,843.34,0.4
4438,Weekend_Impulse,0.614,0.429,977.23,0.5
4439,Disciplined,0.489,0.654,687.04,0.4
4440,Weekend_Impulse,0.684,0.497,1255.83,0.5
4441,Disciplined,0.31,0.687,695.66,0.4
4442,Disciplined,0.301,0.622,719.25,0.4
4443,Emotional_Night,0.852,0.489,201.98,0.6
4444,Salary_Splurger,0.778,0.389,1457.52,0.5
4445,Weekend_Impulse,0.568,0.504,679.39,0.5
4446,Weekend_Impulse,0.65,0.432,706.26,0.5
4447,Disciplined,0.459,0.675,877.62,0.4
4448,Emotional_Night,0.791,0.406,457.38,0.6
4449,Emotional_Night,0.811,0.205,401.0,0.6
4450,Weekend_Impulse,0.663,0.431,896.73,0.5
4451,Weekend_Impulse,0.584,0.409,1190.31,0.5
4452,Weekend_Impulse,0.681,0.584,1255.15,0.5
4453,Disciplined,0.434,0.715,801.99,0.4
4454,Emotional_Night,0.784,0.38,176.77,0.6
4455,Salary_Splurger,0.652,0.32,1062.23,0.5
4456,Disciplined,0.432,0.674,980.1,0.4
4457,Emotional_Night,0.857,0.341,444.72,0.6
4458,Disciplined,0.388,0.734,813.93,0.4
4459,Salary_Splurger,0.666,0.597,1809.18,0.5
4460,Disciplined,0.449,0.786,882.95,0.4
4461,Disciplined,0.301,0.799,749.76,0.4
4462,Disciplined,0.465,0.681,635.47,0.4
4463,Emotional_Night,0.875,0.4,715.53,0.6
4464,Disciplined,0.471,0.648,764.12,0.4
4465,Weekend_Impulse,0.583,0.408,1059.94,0.5
4466,Disciplined,0.435,0.759,895.59,0.4
4467,Weekend_Impulse,0.666,0.476,1069.63,0.5
4468,Salary_Splurger,0.514,0.53,630.87,0.5
4469,Weekend_Impulse,0.595,0.411,935.89,0.5
4470,Weekend_Impulse,0.598,0.431,1343.84,0.5
4471,Disciplined,0.437,0.631,974.09,0.4
4472,Weekend_Impulse,0.516,0.415,1123.81,0.5
4473,Emotional_Night,0.797,0.36,779.45,0.6
4474,Weekend_Impulse,0.501,0.477,638.31,0.5
4475,Salary_Splurger,0.748,0.372,1744.92,0.5
4476,Salary_Splurger,0.558,0.582,1132.09,0.5
4477,Emotional_Night,0.83,0.223,335.63,0.6
4478,Disciplined,0.318,0.743,787.27,0.4
4479,Emotional_Night,0.837,0.229,335.05,0.6
4480,Emotional_Night,0.744,0.227,572.32,0.6
4481,Weekend_Impulse,0.59,0.423,644.0,0.5
4482,Weekend_Impulse,0.596,0.561,819.99,0.5
4483,Weekend_Impulse,0.687,0.479,1041.59,0.5
4484,Emotional_Night,0.836,0.263,764.93,0.6
4485,Weekend_Impulse,0.587,0.426,1425.45,0.5
4486,Disciplined,0.398,0.783,681.97,0.4
4487,Emotional_Night,0.819,0.453,428.86,0.6
4488,Emotional_Night,0.891,0.309,826.55,0.6
4489,Salary_Splurger,0.639,0.595,2001.6,0.5
4490,Disciplined,0.445,0.78,846.6,0.4
4491,Salary_Splurger,0.615,0.384,1282.91,0.5
4492,Salary_Splurger,0.722,0.42,1662.42,0.5
4493,Disciplined,0.307,0.779,868.52,0.4
4494,Disciplined,0.423,0.72,730.53,0.4
4495,Disciplined,0.326,0.618,889.08,0.4
4496,Disciplined,0.386,0.792,832.33,0.4
4497,Emotional_Night,0.75,0.27,831.78,0.6
4498,Salary_Splurger,0.635,0.412,1544.65,0.5
4499,Weekend_Impulse,0.571,0.404,1273.75,0.5
4500,Emotional_Night,0.892,0.203,572.39,0.6
4501,Disciplined,0.384,0.762,804.24,0.4
4502,Emotional_Night,0.826,0.231,612.98,0.6
4503,Weekend_Impulse,0.512,0.509,768.99,0.5
4504,Weekend_Impulse,0.62,0.568,674.71,0.5
4505,Salary_Splurger,0.625,0.537,1355.26,0.5
4506,Salary_Splurger,0.559,0.347,1234.85,0.5
4507,Salary_Splurger,0.542,0.449,1689.75,0.5
4508,Salary_Splurger,0.592,0.468,1680.93,0.5
4509,Salary_Splurger,0.536,0.356,1835.92,0.5
4510,Emotional_Night,0.701,0.396,523.06,0.6
4511,Disciplined,0.387,0.6,749.17,0.4
4512,Disciplined,0.439,0.62,1005.76,0.4
4513,Salary_Splurger,0.653,0.412,920.55,0.5
4514,Disciplined,0.368,0.794,770.86,0.4
4515,Weekend_Impulse,0.686,0.6,997.9,0.5
4516,Weekend_Impulse,0.51,0.459,968.87,0.5
4517,Salary_Splurger,0.761,0.514,1387.66,0.5
4518,Disciplined,0.306,0.693,881.57,0.4
4519,Weekend_Impulse,0.589,0.551,1147.48,0.5
4520,Disciplined,0.326,0.664,658.76,0.4
4521,Emotional_Night,0.709,0.205,289.54,0.6
4522,Weekend_Impulse,0.544,0.455,1173.0,0.5
4523,Emotional_Night,0.725,0.399,517.77,0.6
4524,Disciplined,0.416,0.636,816.61,0.4
4525,Salary_Splurger,0.723,0.364,894.27,0.5
4526,Disciplined,0.375,0.768,675.99,0.4
4527,Weekend_Impulse,0.697,0.599,1015.21,0.5
4528,Disciplined,0.395,0.733,814.23,0.4
4529,Emotional_Night,0.887,0.354,379.24,0.6
4530,Disciplined,0.361,0.704,748.68,0.4
4531,Emotional_Night,0.702,0.22,447.4,0.6
4532,Weekend_Impulse,0.647,0.476,802.64,0.5
4533,Weekend_Impulse,0.609,0.53,646.19,0.5
4534,Disciplined,0.333,0.735,693.49,0.4
4535,Emotional_Night,0.803,0.472,542.45,0.6
4536,Disciplined,0.4,0.606,760.91,0.4
4537,Salary_Splurger,0.723,0.391,1566.9,0.5
4538,Disciplined,0.343,0.689,883.52,0.4
4539,Disciplined,0.387,0.778,834.49,0.4
4540,Disciplined,0.411,0.695,905.94,0.4
4541,Emotional_Night,0.721,0.414,283.06,0.6
4542,Disciplined,0.442,0.604,689.58,0.4
4543,Weekend_Impulse,0.578,0.496,803.95,0.5
4544,Weekend_Impulse,0.543,0.554,1282.06,0.5
4545,Disciplined,0.358,0.626,761.63,0.4
4546,Weekend_Impulse,0.651,0.594,970.84,0.5
4547,Emotional_Night,0.854,0.266,880.62,0.6
4548,Salary_Splurger,0.658,0.524,1482.86,0.5
4549,Emotional_Night,0.736,0.242,572.83,0.6
4550,Salary_Splurger,0.562,0.395,1604.11,0.5
4551,Weekend_Impulse,0.604,0.451,681.86,0.5
4552,Salary_Splurger,0.704,0.47,1601.47,0.5
4553,Disciplined,0.338,0.797,865.7,0.4
4554,Disciplined,0.366,0.742,653.07,0.4
4555,Emotional_Night,0.81,0.222,287.86,0.6
4556,Emotional_Night,0.886,0.209,608.9,0.6
4557,Salary_Splurger,0.605,0.577,1940.79,0.5
4558,Disciplined,0.414,0.723,853.32,0.4
4559,Salary_Splurger,0.726,0.523,1669.0,0.5
4560,Salary_Splurger,0.505,0.586,1529.65,0.5
4561,Disciplined,0.332,0.706,725.16,0.4
4562,Disciplined,0.446,0.761,764.28,0.4
4563,Disciplined,0.398,0.762,924.12,0.4
4564,Disciplined,0.485,0.628,870.2,0.4
4565,Disciplined,0.37,0.78,954.33,0.4
4566,Disciplined,0.34,0.662,907.64,0.4
4567,Salary_Splurger,0.675,0.491,1463.7,0.5
4568,Emotional_Night,0.707,0.388,571.96,0.6
4569,Weekend_Impulse,0.524,0.506,1132.83,0.5
4570,Salary_Splurger,0.607,0.321,840.47,0.5
4571,Emotional_Night,0.7,0.479,685.35,0.6
4572,Disciplined,0.447,0.664,905.55,0.4
4573,Weekend_Impulse,0.691,0.401,1139.53,0.5
4574,Weekend_Impulse,0.515,0.476,1053.87,0.5
4575,Emotional_Night,0.708,0.355,1197.5,0.6
4576,Weekend_Impulse,0.614,0.443,903.26,0.5
4577,Disciplined,0.465,0.602,809.44,0.4
4578,Weekend_Impulse,0.699,0.534,975.03,0.5
4579,Disciplined,0.341,0.743,769.08,0.4
4580,Weekend_Impulse,0.568,0.477,857.96,0.5
4581,Weekend_Impulse,0.69,0.451,750.75,0.5
4582,Disciplined,0.347,0.776,800.96,0.4
4583,Emotional_Night,0.841,0.468,547.87,0.6
4584,Salary_Splurger,0.776,0.314,1300.5,0.5
4585,Disciplined,0.365,0.697,831.93,0.4
4586,Disciplined,0.395,0.643,761.86,0.4
4587,Emotional_Night,0.731,0.452,668.7,0.6
4588,Salary_Splurger,0.532,0.519,1090.62,0.5
4589,Disciplined,0.442,0.764,860.25,0.4
4590,Emotional_Night,0.87,0.305,1012.58,0.6
4591,Disciplined,0.452,0.711,725.33,0.4
4592,Emotional_Night,0.853,0.31,847.17,0.6
4593,Disciplined,0.346,0.727,799.69,0.4
4594,Emotional_Night,0.88,0.372,42.68,0.6
4595,Salary_Splurger,0.627,0.395,2270.16,0.5
4596,Disciplined,0.462,0.785,744.71,0.4
4597,Disciplined,0.47,0.749,769.88,0.4
4598,Disciplined,0.423,0.781,859.7,0.4
4599,Emotional_Night,0.833,0.43,854.06,0.6
4600,Salary_Splurger,0.588,0.59,969.16,0.5
4601,Weekend_Impulse,0.616,0.545,901.66,0.5
4602,Salary_Splurger,0.538,0.438,1693.43,0.5
4603,Disciplined,0.309,0.767,864.63,0.4
4604,Weekend_Impulse,0.612,0.446,1113.51,0.5
4605,Weekend_Impulse,0.538,0.422,718.92,0.5
4606,Weekend_Impulse,0.614,0.449,614.11,0.5
4607,Disciplined,0.476,0.624,936.58,0.4
4608,Disciplined,0.481,0.755,707.09,0.4
4609,Disciplined,0.465,0.654,940.34,0.4
4610,Weekend_Impulse,0.661,0.486,999.17,0.5
4611,Disciplined,0.331,0.753,935.03,0.4
4612,Weekend_Impulse,0.639,0.455,1341.9,0.5
4613,Weekend_Impulse,0.502,0.507,1051.76,0.5
4614,Weekend_Impulse,0.645,0.44,696.79,0.5
4615,Emotional_Night,0.807,0.262,351.78,0.6
4616,Disciplined,0.367,0.614,979.78,0.4
4617,Disciplined,0.307,0.73,544.01,0.4
4618,Weekend_Impulse,0.564,0.466,415.87,0.5
4619,Disciplined,0.347,0.734,731.91,0.4
4620,Disciplined,0.477,0.72,820.89,0.4
4621,Weekend_Impulse,0.508,0.555,1157.43,0.5
4622,Emotional_Night,0.784,0.384,151.43,0.6
4623,Emotional_Night,0.785,0.335,1020.32,0.6
4624,Weekend_Impulse,0.539,0.447,1191.48,0.5
4625,Emotional_Night,0.882,0.312,81.64,0.6
4626,Salary_Splurger,0.646,0.491,1350.56,0.5
4627,Emotional_Night,0.874,0.205,825.29,0.6
4628,Disciplined,0.448,0.792,871.52,0.4
4629,Disciplined,0.491,0.702,881.68,0.4
4630,Emotional_Night,0.79,0.29,497.94,0.6
4631,Emotional_Night,0.774,0.409,545.54,0.6
4632,Disciplined,0.345,0.635,835.04,0.4
4633,Salary_Splurger,0.576,0.391,1582.65,0.5
4634,Weekend_Impulse,0.637,0.433,806.75,0.5
4635,Disciplined,0.454,0.716,911.62,0.4
4636,Weekend_Impulse,0.665,0.48,1237.79,0.5
4637,Disciplined,0.462,0.761,818.35,0.4
4638,Disciplined,0.311,0.632,714.26,0.4
4639,Disciplined,0.443,0.768,930.34,0.4
4640,Disciplined,0.353,0.653,816.18,0.4
4641,Disciplined,0.317,0.674,764.53,0.4
4642,Disciplined,0.331,0.712,829.46,0.4
4643,Weekend_Impulse,0.616,0.527,923.09,0.5
4644,Weekend_Impulse,0.618,0.482,819.42,0.5
4645,Disciplined,0.362,0.601,641.99,0.4
4646,Weekend_Impulse,0.6,0.525,1162.21,0.5
4647,Weekend_Impulse,0.618,0.578,1174.37,0.5
4648,Disciplined,0.487,0.712,898.71,0.4
4649,Weekend_Impulse,0.521,0.567,1178.15,0.5
4650,Disciplined,0.375,0.798,739.02,0.4
4651,Salary_Splurger,0.63,0.427,1283.12,0.5
4652,Weekend_Impulse,0.677,0.48,1028.04,0.5
4653,Salary_Splurger,0.716,0.37,748.72,0.5
4654,Disciplined,0.392,0.631,587.18,0.4
4655,Salary_Splurger,0.683,0.471,1112.72,0.5
4656,Weekend_Impulse,0.548,0.576,909.75,0.5
4657,Salary_Splurger,0.572,0.458,1519.16,0.5
4658,Weekend_Impulse,0.503,0.57,1065.13,0.5
4659,Salary_Splurger,0.644,0.592,589.38,0.5
4660,Emotional_Night,0.741,0.2,649.86,0.6
4661,Disciplined,0.374,0.725,756.67,0.4
4662,Salary_Splurger,0.736,0.576,1433.54,0.5
4663,Emotional_Night,0.88,0.212,146.62,0.6
4664,Emotional_Night,0.858,0.436,844.49,0.6
4665,Disciplined,0.36,0.77,803.52,0.4
4666,Emotional_Night,0.811,0.216,657.59,0.6
4667,Emotional_Night,0.712,0.368,379.96,0.6
4668,Weekend_Impulse,0.596,0.557,1114.05,0.5
4669,Disciplined,0.408,0.602,836.19,0.4
4670,Disciplined,0.493,0.758,797.02,0.4
4671,Emotional_Night,0.881,0.354,564.88,0.6
4672,Disciplined,0.37,0.633,735.91,0.4
4673,Disciplined,0.453,0.672,881.65,0.4
4674,Disciplined,0.332,0.798,760.55,0.4
4675,Disciplined,0.478,0.679,934.85,0.4
4676,Disciplined,0.494,0.68,842.88,0.4
4677,Disciplined,0.336,0.609,834.85,0.4
4678,Disciplined,0.314,0.732,792.6,0.4
4679,Weekend_Impulse,0.617,0.441,1179.68,0.5
4680,Salary_Splurger,0.622,0.556,1927.62,0.5
4681,Salary_Splurger,0.52,0.317,1070.35,0.5
4682,Disciplined,0.348,0.76,724.29,0.4
4683,Weekend_Impulse,0.629,0.543,815.44,0.5
4684,Disciplined,0.472,0.72,975.69,0.4
4685,Weekend_Impulse,0.596,0.497,1036.88,0.5
4686,Emotional_Night,0.894,0.304,1327.11,0.6
4687,Disciplined,0.338,0.731,771.82,0.4
4688,Weekend_Impulse,0.57,0.403,1099.76,0.5
4689,Disciplined,0.489,0.77,735.5,0.4
4690,Weekend_Impulse,0.58,0.449,937.89,0.5
4691,Weekend_Impulse,0.519,0.403,1184.18,0.5
4692,Disciplined,0.433,0.788,888.81,0.4
4693,Emotional_Night,0.779,0.337,696.3,0.6
4694,Salary_Splurger,0.581,0.401,925.5,0.5
4695,Emotional_Night,0.718,0.303,367.76,0.6
4696,Emotional_Night,0.868,0.285,200.34,0.6
4697,Weekend_Impulse,0.503,0.405,1170.94,0.5
4698,Disciplined,0.431,0.627,728.79,0.4
4699,Disciplined,0.328,0.79,751.65,0.4
4700,Salary_Splurger,0.584,0.308,1008.29,0.5
4701,Disciplined,0.399,0.693,849.85,0.4
4702,Disciplined,0.325,0.657,786.19,0.4
4703,Disciplined,0.322,0.73,820.08,0.4
4704,Salary_Splurger,0.625,0.366,1625.34,0.5
4705,Disciplined,0.375,0.609,910.96,0.4
4706,Salary_Splurger,0.532,0.321,1836.0,0.5
4707,Disciplined,0.334,0.69,833.26,0.4
4708,Salary_Splurger,0.694,0.358,1593.95,0.5
4709,Emotional_Night,0.804,0.251,383.87,0.6
4710,Emotional_Night,0.858,0.363,196.77,0.6
4711,Salary_Splurger,0.606,0.35,1270.97,0.5
4712,Salary_Splurger,0.512,0.512,1110.37,0.5
4713,Disciplined,0.315,0.785,681.14,0.4
4714,Disciplined,0.345,0.72,796.83,0.4
4715,Emotional_Night,0.877,0.493,478.29,0.6
4716,Disciplined,0.474,0.606,757.48,0.4
4717,Salary_Splurger,0.637,0.372,1817.93,0.5
4718,Emotional_Night,0.884,0.431,511.01,0.6
4719,Disciplined,0.411,0.77,820.57,0.4
4720,Salary_Splurger,0.668,0.4,1950.87,0.5
4721,Emotional_Night,0.748,0.315,523.14,0.6
4722,Weekend_Impulse,0.664,0.524,938.9,0.5
4723,Salary_Splurger,0.586,0.336,1672.67,0.5
4724,Weekend_Impulse,0.659,0.494,1170.22,0.5
4725,Emotional_Night,0.832,0.303,503.61,0.6
4726,Disciplined,0.338,0.712,734.21,0.4
4727,Disciplined,0.462,0.73,910.12,0.4
4728,Weekend_Impulse,0.511,0.579,991.57,0.5
4729,Emotional_Night,0.792,0.448,267.55,0.6
4730,Disciplined,0.425,0.661,1002.59,0.4
4731,Salary_Splurger,0.651,0.459,1765.43,0.5
4732,Disciplined,0.322,0.7,743.98,0.4
4733,Weekend_Impulse,0.681,0.421,717.32,0.5
4734,Weekend_Impulse,0.591,0.484,1184.86,0.5
4735,Weekend_Impulse,0.682,0.422,1216.26,0.5
4736,Disciplined,0.377,0.785,748.0,0.4
4737,Weekend_Impulse,0.637,0.445,1007.59,0.5
4738,Weekend_Impulse,0.566,0.517,898.54,0.5
4739,Weekend_Impulse,0.56,0.563,942.8,0.5
4740,Disciplined,0.408,0.707,767.09,0.4
4741,Salary_Splurger,0.757,0.398,1377.5,0.5
4742,Disciplined,0.325,0.61,693.84,0.4
4743,Emotional_Night,0.864,0.228,556.34,0.6
4744,Weekend_Impulse,0.511,0.561,838.29,0.5
4745,Disciplined,0.423,0.732,727.12,0.4
4746,Emotional_Night,0.702,0.34,1088.33,0.6
4747,Disciplined,0.327,0.626,688.01,0.4
4748,Disciplined,0.326,0.698,801.08,0.4
4749,Disciplined,0.415,0.777,856.77,0.4
4750,Disciplined,0.478,0.681,816.99,0.4
4751,Salary_Splurger,0.613,0.355,1532.18,0.5
4752,Weekend_Impulse,0.584,0.425,1019.67,0.5
4753,Disciplined,0.404,0.789,891.65,0.4
4754,Weekend_Impulse,0.697,0.443,841.71,0.5
4755,Disciplined,0.39,0.74,866.59,0.4
4756,Disciplined,0.384,0.639,890.97,0.4
4757,Disciplined,0.415,0.753,999.91,0.4
4758,Weekend_Impulse,0.7,0.485,1136.8,0.5
4759,Disciplined,0.492,0.695,746.08,0.4
4760,Disciplined,0.359,0.727,899.68,0.4
4761,Disciplined,0.465,0.603,853.12,0.4
4762,Emotional_Night,0.796,0.454,69.69,0.6
4763,Disciplined,0.315,0.656,876.13,0.4
4764,Disciplined,0.482,0.785,738.79,0.4
4765,Salary_Splurger,0.649,0.563,1751.04,0.5
4766,Emotional_Night,0.842,0.408,411.79,0.6
4767,Weekend_Impulse,0.64,0.45,1326.81,0.5
4768,Emotional_Night,0.708,0.382,858.79,0.6
4769,Emotional_Night,0.805,0.279,630.49,0.6
4770,Emotional_Night,0.771,0.295,430.18,0.6
4771,Salary_Splurger,0.557,0.466,2806.41,0.5
4772,Weekend_Impulse,0.529,0.45,1414.36,0.5
4773,Emotional_Night,0.888,0.327,338.39,0.6
4774,Emotional_Night,0.824,0.474,303.89,0.6
4775,Weekend_Impulse,0.557,0.489,849.0,0.5
4776,Weekend_Impulse,0.549,0.599,935.31,0.5
4777,Disciplined,0.345,0.662,594.7,0.4
4778,Salary_Splurger,0.76,0.466,1535.03,0.5
4779,Weekend_Impulse,0.67,0.465,807.0,0.5
4780,Disciplined,0.496,0.726,625.69,0.4
4781,Disciplined,0.307,0.667,684.92,0.4
4782,Emotional_Night,0.806,0.388,587.78,0.6
4783,Weekend_Impulse,0.696,0.518,1290.56,0.5
4784,Emotional_Night,0.817,0.471,555.51,0.6
4785,Disciplined,0.309,0.671,728.53,0.4
4786,Disciplined,0.371,0.734,665.91,0.4
4787,Disciplined,0.427,0.66,786.37,0.4
4788,Disciplined,0.436,0.665,764.01,0.4
4789,Disciplined,0.406,0.721,904.32,0.4
4790,Emotional_Night,0.888,0.272,710.66,0.6
4791,Disciplined,0.482,0.758,892.03,0.4
4792,Disciplined,0.341,0.751,824.61,0.4
4793,Salary_Splurger,0.674,0.358,1471.09,0.5
4794,Salary_Splurger,0.644,0.563,1438.48,0.5
4795,Weekend_Impulse,0.5,0.431,1331.66,0.5
4796,Disciplined,0.356,0.695,743.83,0.4
4797,Disciplined,0.39,0.749,786.52,0.4
4798,Disciplined,0.475,0.743,820.61,0.4
4799,Disciplined,0.35,0.674,737.77,0.4
4800,Emotional_Night,0.836,0.254,458.09,0.6
4801,Emotional_Night,0.847,0.46,777.26,0.6
4802,Weekend_Impulse,0.615,0.404,1083.65,0.5
4803,Disciplined,0.41,0.656,916.56,0.4
4804,Weekend_Impulse,0.557,0.445,990.52,0.5
4805,Disciplined,0.492,0.606,828.88,0.4
4806,Salary_Splurger,0.742,0.435,1768.91,0.5
4807,Disciplined,0.303,0.666,894.25,0.4
4808,Emotional_Night,0.808,0.209,548.61,0.6
4809,Disciplined,0.412,0.688,758.31,0.4
4810,Emotional_Night,0.703,0.468,1001.47,0.6
4811,Salary_Splurger,0.697,0.346,1030.52,0.5
4812,Disciplined,0.461,0.753,732.26,0.4
4813,Emotional_Night,0.899,0.332,589.77,0.6
4814,Disciplined,0.4,0.626,991.74,0.4
4815,Weekend_Impulse,0.505,0.447,968.99,0.5
4816,Salary_Splurger,0.588,0.305,1454.29,0.5
4817,Disciplined,0.368,0.709,679.22,0.4
4818,Salary_Splurger,0.574,0.427,2210.52,0.5
4819,Weekend_Impulse,0.65,0.484,1251.47,0.5
4820,Emotional_Night,0.786,0.364,911.64,0.6
4821,Disciplined,0.303,0.791,928.47,0.4
4822,Salary_Splurger,0.716,0.555,1578.36,0.5
4823,Emotional_Night,0.75,0.357,346.59,0.6
4824,Emotional_Night,0.821,0.328,837.22,0.6
4825,Weekend_Impulse,0.567,0.557,910.19,0.5
4826,Weekend_Impulse,0.667,0.428,1112.42,0.5
4827,Emotional_Night,0.8,0.479,53.79,0.6
4828,Weekend_Impulse,0.686,0.5,1354.79,0.5
4829,Weekend_Impulse,0.538,0.552,843.12,0.5
4830,Emotional_Night,0.76,0.283,316.8,0.6
4831,Disciplined,0.404,0.771,761.8,0.4
4832,Weekend_Impulse,0.642,0.583,909.4,0.5
4833,Weekend_Impulse,0.562,0.414,1060.43,0.5
4834,Disciplined,0.497,0.724,759.43,0.4
4835,Disciplined,0.449,0.648,739.0,0.4
4836,Emotional_Night,0.817,0.404,833.89,0.6
4837,Salary_Splurger,0.528,0.46,1757.97,0.5
4838,Emotional_Night,0.743,0.487,52.4,0.6
4839,Emotional_Night,0.729,0.453,1052.99,0.6
4840,Weekend_Impulse,0.547,0.538,694.83,0.5
4841,Weekend_Impulse,0.555,0.471,950.9,0.5
4842,Emotional_Night,0.757,0.317,247.41,0.6
4843,Emotional_Night,0.786,0.359,754.62,0.6
4844,Salary_Splurger,0.52,0.588,1544.44,0.5
4845,Disciplined,0.382,0.627,861.83,0.4
4846,Weekend_Impulse,0.616,0.484,988.5,0.5
4847,Emotional_Night,0.745,0.254,734.22,0.6
4848,Disciplined,0.461,0.778,939.33,0.4
4849,Salary_Splurger,0.779,0.521,1668.62,0.5
4850,Emotional_Night,0.727,0.29,743.52,0.6
4851,Weekend_Impulse,0.642,0.411,1217.3,0.5
4852,Disciplined,0.34,0.608,699.89,0.4
4853,Salary_Splurger,0.539,0.426,1320.18,0.5
4854,Disciplined,0.353,0.645,888.3,0.4
4855,Weekend_Impulse,0.547,0.59,1200.15,0.5
4856,Salary_Splurger,0.545,0.541,1758.86,0.5
4857,Disciplined,0.365,0.693,868.18,0.4
4858,Disciplined,0.391,0.637,661.81,0.4
4859,Weekend_Impulse,0.539,0.447,524.33,0.5
4860,Disciplined,0.315,0.765,777.85,0.4
4861,Disciplined,0.395,0.735,787.88,0.4
4862,Disciplined,0.345,0.615,791.63,0.4
4863,Weekend_Impulse,0.667,0.425,931.11,0.5
4864,Disciplined,0.312,0.765,733.91,0.4
4865,Salary_Splurger,0.544,0.401,1706.4,0.5
4866,Disciplined,0.453,0.741,755.89,0.4
4867,Disciplined,0.408,0.756,841.31,0.4
4868,Emotional_Night,0.817,0.464,624.47,0.6
4869,Weekend_Impulse,0.638,0.455,799.23,0.5
4870,Disciplined,0.447,0.782,877.94,0.4
4871,Emotional_Night,0.85,0.341,491.11,0.6
4872,Disciplined,0.491,0.791,883.92,0.4
4873,Emotional_Night,0.889,0.458,287.55,0.6
